ticker,date,period_ending,estimate,reported,surprise,surprise%
JJSF,02-AUG-22,Jun 2022,1.04,0.93,-0.11,-10.58
ENR,08-AUG-22,Jun 2022,0.78,0.77,-0.01,-1.28
CALM,19-JUL-22,May 2022,1.5,2.25,0.75,50.0
SPB,12-AUG-22,Jun 2022,1.5,0.54,-0.96,-64.0
HLF,02-AUG-22,Jun 2022,0.63,0.96,0.33,52.38
HAIN,25-AUG-22,Jun 2022,0.27,0.08,-0.19,-70.37
CENTA,03-AUG-22,Jun 2022,1.26,1.39,0.13,10.32
NUS,04-AUG-22,Jun 2022,0.79,0.77,-0.02,-2.53
MGPI,04-AUG-22,Jun 2022,0.88,1.15,0.27,30.68
VGR,04-AUG-22,Jun 2022,0.34,0.25,-0.09,-26.47
REYN,09-AUG-22,Jun 2022,0.26,0.26,0.0,0.0
IPAR,09-AUG-22,Jun 2022,0.98,0.86,-0.12,-12.24
MED,03-AUG-22,Jun 2022,3.28,3.87,0.59,17.99
ANDE,02-AUG-22,Jun 2022,1.1,2.39,1.29,117.27
PPC,27-JUL-22,Jun 2022,1.12,1.54,0.42,37.5
FIZZ,08-SEP-22,Jul 2022,0.57,0.38,-0.19,-33.33
SPTN,18-AUG-22,Jun 2022,0.58,0.66,0.08,13.79
AVO,08-SEP-22,Jul 2022,0.31,0.27,-0.04,-12.9
CHEF,27-JUL-22,Jun 2022,0.35,0.51,0.16,45.71
UTZ,11-AUG-22,Jun 2022,0.11,0.13,0.02,18.18
BGS,04-AUG-22,Jun 2022,0.27,0.07,-0.2,-74.07
STKL,10-AUG-22,Jun 2022,-0.01,0.03,0.04,400.0
BYND,04-AUG-22,Jun 2022,-1.22,-1.53,-0.31,-25.41
USNA,26-JUL-22,Jun 2022,1.05,1.0,-0.05,-4.76
CVGW,01-SEP-22,Jul 2022,0.36,0.16,-0.2,-55.56
TPB,27-JUL-22,Jun 2022,0.66,0.7,0.04,6.06
TTCF,08-AUG-22,Jun 2022,-0.15,-0.32,-0.17,-113.33
VERU,11-AUG-22,Jun 2022,-0.18,-0.28,-0.1,-55.56
CENT,03-AUG-22,Jun 2022,1.26,1.39,0.13,10.32
RAD,23-JUN-22,May 2022,-0.7,-0.6,0.1,14.29
COCO,10-AUG-22,Jun 2022,0.07,0.07,0.0,0.0
LNDC,10-AUG-22,May 2022,-0.02,-0.01,0.01,50.0
NAPA,28-SEP-22,Jul 2022,0.09,0.08,-0.01,-11.11
XOM,29-JUL-22,Jun 2022,3.8,4.14,0.34,8.95
CVX,29-JUL-22,Jun 2022,5.02,5.82,0.8,15.94
COP,04-AUG-22,Jun 2022,3.78,3.91,0.13,3.44
EOG,04-AUG-22,Jun 2022,2.99,2.74,-0.25,-8.36
SLB,22-JUL-22,Jun 2022,0.4,0.5,0.1,25.0
MPC,02-AUG-22,Jun 2022,9.17,10.61,1.44,15.7
PXD,02-AUG-22,Jun 2022,8.81,9.36,0.55,6.24
OXY,02-AUG-22,Jun 2022,2.93,3.16,0.23,7.85
VLO,28-JUL-22,Jun 2022,9.7,11.36,1.66,17.11
PSX,29-JUL-22,Jun 2022,5.92,6.77,0.85,14.36
DVN,01-AUG-22,Jun 2022,2.38,2.59,0.21,8.82
LNG,04-AUG-22,Jun 2022,2.83,2.9,0.07,2.47
WMB,01-AUG-22,Jun 2022,0.37,0.4,0.03,8.11
HES,27-JUL-22,Jun 2022,2.07,2.15,0.08,3.86
KMI,20-JUL-22,Jun 2022,0.27,0.27,0.0,0.0
HAL,19-JUL-22,Jun 2022,0.45,0.49,0.04,8.89
BKR,20-JUL-22,Jun 2022,0.22,0.11,-0.11,-50.0
OKE,08-AUG-22,Jun 2022,0.84,0.92,0.08,9.52
FANG,01-AUG-22,Jun 2022,6.66,7.07,0.41,6.16
CTRA,02-AUG-22,Jun 2022,1.2,1.35,0.15,12.5
MRO,03-AUG-22,Jun 2022,1.23,1.32,0.09,7.32
